title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url
Apartamento en alquiler en Ur. San Miguel,"Ur. San Miguel, San Miguel, Lima, Lima ","S/.1,100",2 dormitorios,1 baño,45 m²,2023,,Apartamento,Alquiler,"Hace 2 semanas, 14 horas - Publicado por Encontré tu Hogar",https://www.properati.com.pe/detalle/14032-32-d3a8-d15c0189ad19-51f02900-856d-120d
Apartamento en alquiler en Ur. El Carmen,"Ur. El Carmen, Pueblo Libre, Lima, Lima ","S/.2,300",3 dormitorios,2 baños,89 m²,2016,S/.100,Apartamento,Alquiler,27 mar. 2023 - Publicado por Ccasa Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-d0c-88dc6292fe03-50f08c4f-9cb0-4f6e
Apartamento en alquiler en Ur. El Derby,"Ur. El Derby, Santiago de Surco, Lima, Lima ",USD750,2 dormitorios,2 baños,70 m²,2023,S/.250,Apartamento,Alquiler,"Hace 1 semana, 2 horas - Publicado por Corretajes Inmobiliarios Matessa SAC",https://www.properati.com.pe/detalle/14032-32-2732-1baec3acc30a-4a16d6cb-a582-4075
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ","S/.1,400",1 dormitorio,1 baño,60 m²,2000,S/.50,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por Danitza Zapata Tomassini",https://www.properati.com.pe/detalle/14032-32-fd22-647bbc82daad-449a5824-bef7-45a5
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","USD1,150",2 dormitorios,2 baños,130 m²,,S/.750,Apartamento,Alquiler,"Hace 1 semana, 4 horas - Publicado por Fiorella Saldarriaga",https://www.properati.com.pe/detalle/14032-32-e8aa-767e44a2b490-46e93fcf-8ac2-40a5
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ",USD950,2 dormitorios,2 baños,90 m²,2013,S/.320,Apartamento,Alquiler,"Hace 1 semana, 4 horas - Publicado por Inmobiliaria Casella",https://www.properati.com.pe/detalle/14032-32-5294-4204e72bc0f5-2e87f4df-978d-4bc7
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD3,500",3 dormitorios,3 baños,345 m²,2022,"S/.1,750",Apartamento,Alquiler,"Hace 1 semana, 19 horas - Publicado por 2g Agentes Inmobiliarios",https://www.properati.com.pe/detalle/14032-32-2627-20e9295a4be1-391497db-9083-474e
Apartamento en alquiler en Ur. El Derby,"Ur. El Derby, Santiago de Surco, Lima, Lima ",USD750,2 dormitorios,2 baños,70 m²,2023,S/.250,Apartamento,Alquiler,"Hace 6 días, 23 horas - Publicado por Corretajes Inmobiliarios Matessa SAC",https://www.properati.com.pe/detalle/14032-32-b0df-4e5bf22aefba-328c3f30-a1bc-4482
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD2,100",3 dormitorios,4 baños,246 m²,,"S/.1,550",Apartamento,Alquiler,16 feb. 2023 - Publicado por Rafael Reyes Martel,https://www.properati.com.pe/detalle/14032-32-9f24-26f469ea761b-25a290cf-ad7e-4a0d
Apartamento en alquiler en San Bartolo,"San Bartolo, Lima, Lima ","USD2,800",3 dormitorios,2 baños,115 m²,,S/.500,Apartamento,Alquiler,"Hace 1 semana, 2 horas - Publicado por INMOBILIARIA UNLIMITED S.A.C.",https://www.properati.com.pe/detalle/14032-32-3919-ffd1a1e9fcd-18405d9a-badf-4eb0
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ","S/.2,000",3 dormitorios,2 baños,75 m²,2008,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-effb-668b90a486c6-1088c5eb-8c03-4afe
Apartamento en alquiler en La Victoria,"La Victoria, Lima, Lima ","S/.2,300",2 dormitorios,1 baño,65 m²,,S/.200,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Infinito Novantanove E.I.R.L",https://www.properati.com.pe/detalle/14032-32-5916-d8c55f663eae-17eabd7e-81f7-4bf6
Apartamento en alquiler en Santiago De Surco,"Santiago De Surco, Lima, Lima ","USD1,500",3 dormitorios,2 baños,125 m²,2013,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-ebec-21c547b2c5fc-103f45c2-a947-4f26
Apartamento en alquiler en Ur. Santa Catalina,"Ur. Santa Catalina, La Victoria, Lima, Lima ",USD580,2 dormitorios,2 baños,60 m²,2002,S/.180,Apartamento,Alquiler,"Hace 6 días, 23 horas - Publicado por GRUPO JCTP INMOBILIARIO SAC",https://www.properati.com.pe/detalle/14032-32-d219-5921bdeac5db-962dd21-bba7-4635
Apartamento en alquiler en Ur. Mariscal Castilla,"Ur. Mariscal Castilla, San Borja, Lima, Lima ",USD800,3 dormitorios,4 baños,129 m²,2013,S/.300,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por REQUIEROMICASA ",https://www.properati.com.pe/detalle/14032-32-8af7-1cdb06d9c0f3-b3b3d36-af41-42b8
Apartamento en alquiler en Ur. San Cesar Etapa I,"Ur. San Cesar Etapa I, La Molina, Lima, Lima ","USD1,200",2 dormitorios,3 baños,124 m²,,,Apartamento,Alquiler,"Hace 1 semana, 4 horas - Publicado por Dominio Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-2be3-e5d8b3e62770-4f45264-b50c-4b0d
Apartamento en alquiler en Ur. Los Cedros,"Ur. Los Cedros, Santiago de Surco, Lima, Lima ","S/.2,800",2 dormitorios,2 baños,54 m²,2022,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por RE/MAX PERÚ",https://www.properati.com.pe/detalle/14032-32-91ad-6ae0408a8692-505d3d6-9c19-4cb7
Apartamento en alquiler en Ur. Los Alerces De Monterrico,"Ur. Los Alerces De Monterrico, Santiago de Surco, Lima, Lima ","USD900,000",3 dormitorios,2 baños,118 m²,2007,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por REMAX UNITED",https://www.properati.com.pe/detalle/14032-32-ad39-520b5be11ce0-270cf8cf-b911-4cc1
Apartamento en alquiler en Sd. S/N,"Sd. S/N, Puente Piedra, Lima, Lima ",S/.800,3 dormitorios,1 baño,54 m²,,S/.100,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por Sheriel Herrera",https://www.properati.com.pe/detalle/14032-32-d784-16ff3d6e0202-f98c46d1-a952-470c
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,400",2 dormitorios,3 baños,107 m²,2010,S/.350,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por SERVICIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-8bb6-57c5c47b3bf7-ed96281f-9688-4e4b
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD1,400",3 dormitorios,4 baños,210 m²,2015,S/.650,Apartamento,Alquiler,19 nov. 2022 - Publicado por Lien Hub Inmobiliario,https://www.properati.com.pe/detalle/14032-32-1c87-391426fddf66-e9c9d2ce-af70-4c3e
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.2,800",3 dormitorios,3 baños,83 m²,2020,S/.265,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por REMAX UNITED",https://www.properati.com.pe/detalle/14032-32-5610-84a3ea723047-cd8c1d58-ac42-4d7a
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",USD800,2 dormitorios,2 baños,80 m²,2016,S/.250,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por Nexdor SAC",https://www.properati.com.pe/detalle/14032-32-efaa-82986693eb81-b84b9302-b61b-4190
Apartamento en alquiler en Ur. Los Granados,"Ur. Los Granados, Santiago de Surco, Lima, Lima ","USD2,000",3 dormitorios,4 baños,202 m²,2013,S/.800,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por RE/MAX Expo",https://www.properati.com.pe/detalle/14032-32-7830-ae2618494356-c2bedf1e-9342-484d
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,990",3 dormitorios,4 baños,180 m²,2014,S/.800,Apartamento,Alquiler,"Hace 1 semana, 3 días - Publicado por Luis Joya Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-d703-2fcc8345f8ae-b0514610-83e3-120d
Apartamento en alquiler en Ur. San Juan Sector A,"Ur. San Juan Sector A, San Juan de Miraflores, Lima, Lima ","S/.1,700",4 dormitorios,3 baños,80 m²,,,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por Peruconsultores",https://www.properati.com.pe/detalle/14032-32-d4cd-4b2e66054c72-b4183750-a599-120d
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Barranco, Lima, Lima ","S/.2,300",3 dormitorios,2 baños,80 m²,,,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por RealWasi Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-d4f4-c10e934ce7c1-afa14370-ba08-120d
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD780,2 dormitorios,2 baños,,2007,S/.293,Apartamento,Alquiler,"Hace 1 semana, 3 días - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-d717-b76ceb51d798-a2a56d70-a23d-120d
Apartamento en alquiler en San Miguel,"San Miguel, Lima, Lima ","S/.1,700",3 dormitorios,2 baños,65 m²,,,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por REMAX CENTENARIO",https://www.properati.com.pe/detalle/14032-32-e2cc-8600e517620d-a2b3ca1f-b278-4203
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD750,2 dormitorios,2 baños,120 m²,1983,S/.365,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por SPACIO GRUPO INMOBILIARIO S.A.C",https://www.properati.com.pe/detalle/14032-32-772b-bcce8671b87f-890f6eb2-977a-46b9
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD825,2 dormitorios,2 baños,118 m²,,,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por REMAX CENTENARIO",https://www.properati.com.pe/detalle/14032-32-ba1e-be4d79a7d85b-8b43e563-aa3b-4bfe
Apartamento en alquiler en San Martín de Porres,"San Martín de Porres, Lima, Lima ","S/.1,100",3 dormitorios,2 baños,140 m²,,,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por Sheriel Herrera",https://www.properati.com.pe/detalle/14032-32-814e-be153ea6d77d-8672b741-bb51-4706
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD790,3 dormitorios,2 baños,116 m²,2019,S/.50,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por JESUS ALTAMIRANO CONDEMARIN",https://www.properati.com.pe/detalle/14032-32-7592-7fe74a33ee99-5efee4c3-8250-4710
Apartamento en alquiler en Ur. Las Gardenias,"Ur. Las Gardenias, Santiago de Surco, Lima, Lima ","S/.1,650",1 dormitorio,1 baño,40 m²,2022,S/.1,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por NNK PERU SAC",https://www.properati.com.pe/detalle/14032-32-d5c4-7d4880c48aa7-86651e20-854b-120d
Apartamento en alquiler en Ur. Camacho,"Ur. Camacho, Santiago de Surco, Lima, Lima ","USD1,600",3 dormitorios,3 baños,185 m²,2000,S/.800,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-6f41-9e2597574f2a-3f4ffba8-b742-4039
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ","USD1,100",3 dormitorios,4 baños,124 m²,2013,S/.440,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por RE/MAX Expo",https://www.properati.com.pe/detalle/14032-32-2e14-58b6bc29d2e7-3e929215-962b-4c07
Apartamento en alquiler en Ur. Santa Ines,"Ur. Santa Ines, San Isidro, Lima, Lima ","USD1,800",3 dormitorios,3 baños,240 m²,2004,S/.850,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por Marcia Rodriguez",https://www.properati.com.pe/detalle/14032-32-7e8e-598120757d97-1d7cb284-840a-421b
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ","USD1,150",2 dormitorios,2 baños,55 m²,2019,S/.350,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Roxana Elvira Lazarte Alatrista",https://www.properati.com.pe/detalle/14032-32-901f-cfc59e915481-fca0-8228-461e
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",USD550,1 dormitorio,1 baño,64 m²,1993,S/.200,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por Mundo Inmobiliario Perú E.I.R.L.",https://www.properati.com.pe/detalle/14032-32-7bbe-97b165de6e86-57e30fb9-835b-4659
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ","S/.2,300",1 dormitorio,1 baño,41 m²,2021,S/.190,Apartamento,Alquiler,26 mar. 2023 - Publicado por Siker Grupo Inmobiliario,https://www.properati.com.pe/detalle/14032-32-e38-edf848e8f79f-2df19a7-a1eb-4303
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD990,2 dormitorios,4 baños,126 m²,2021,S/.450,Apartamento,Alquiler,"Hace 1 semana, 3 días - Publicado por GNS Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-70b5-7a05466b7a0d-6cf6709-8f1b-3aac
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","S/.1,000",1 dormitorio,1 baño,40 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 9 horas - Publicado por Ikasa Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-3e86-e94212b918fe-f7459d85-b549-4d36
Apartamento en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ",USD950,3 dormitorios,3 baños,125 m²,2014,S/.250,Apartamento,Alquiler,"Hace 2 semanas, 3 días - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-d111-bfb9c066b15b-f5f763e0-aa56-120d
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","S/.2,700",2 dormitorios,2 baños,62 m²,2023,S/.250,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Dominio Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-ef00-eb2bc763034e-f11679a9-abab-4248
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",USD700,1 dormitorio,1 baño,54 m²,2019,S/.370,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por GARRIDO SECLEN RICARDY BUENAVENTURA",https://www.properati.com.pe/detalle/14032-32-d295-c18bd8bc6275-ebcbc520-951d-120d
Apartamento en alquiler en Ur. El Vivero,"Ur. El Vivero, Santiago de Surco, Lima, Lima ","S/.3,100",3 dormitorios,3 baños,105 m²,2007,S/.270,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Century 21 Ambassador",https://www.properati.com.pe/detalle/14032-32-2857-fad090d91150-d5274f07-a500-343a
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.4,050",4 dormitorios,4 baños,180 m²,2016,S/.420,Apartamento,Alquiler,"Hace 2 semanas, 1 hora - Publicado por ASPRO asesores profesionales",https://www.properati.com.pe/detalle/14032-32-5f3b-c42d2a052944-d5bcab8d-9151-4ba7
Apartamento en alquiler en Ur. San Juan Sector D,"Ur. San Juan Sector D, San Juan de Miraflores, Lima, Lima ","S/.1,500",3 dormitorios,2 baños,135 m²,2012,,Apartamento,Alquiler,"Hace 2 semanas, 22 horas - Publicado por ASPRO asesores profesionales",https://www.properati.com.pe/detalle/14032-32-a476-79b47ed1304e-c52f3e0c-83b0-4973
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD950,3 dormitorios,2 baños,119 m²,2012,S/.370,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Alinea Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-155-c4a4df80c6f7-c9633850-a6ef-4800
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ","S/.1,200",1 dormitorio,1 baño,26 m²,2021,,Apartamento,Alquiler,"Hace 2 semanas, 20 horas - Publicado por RE/MAX Expo",https://www.properati.com.pe/detalle/14032-32-2a89-7883e25bab04-cf39694c-8c9e-41d6
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ","S/.2,350",2 dormitorios,2 baños,50 m²,2022,S/.250,Apartamento,Alquiler,"Hace 2 semanas, 7 horas - Publicado por IRIS JOYA - PROPIEDADES",https://www.properati.com.pe/detalle/14032-32-ce85-c1b39d260e3f-bec8362f-84a9-4185
Apartamento en alquiler en Ur. Huacrachuco,"Ur. Huacrachuco, Chorrillos, Lima, Lima ","S/.2,500",3 dormitorios,2 baños,70 m²,2023,S/.250,Apartamento,Alquiler,"Hace 2 semanas, 5 horas - Publicado por REMAX FAMILY",https://www.properati.com.pe/detalle/14032-32-48c7-70f4f5e09aa3-bd811d7b-b4f9-475c
Apartamento en alquiler en Sector 3,"Sector 3, Provincia de Lima, Provincia de Lima ","USD1,300",3 dormitorios,2 baños,160 m²,2015,S/.760,Apartamento,Alquiler,20 abr. 2022 - Publicado por Lucy Mier y Teran,https://www.properati.com.pe/detalle/14032-32-962d-5e2b343e7355-c47abfb6-8d82-48f2
Apartamento en alquiler en Re. Santa Cruz,"Re. Santa Cruz, San Isidro, Lima, Lima ","Consultar
                        ",2 dormitorios,1 baño,132 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 2 horas - Publicado por RE/MAX Dreams pe",https://www.properati.com.pe/detalle/14032-32-f654-1facdf466d48-bc6887bd-a392-4a31
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Surquillo, Lima, Lima ","S/.2,800",2 dormitorios,2 baños,78 m²,2019,,Apartamento,Alquiler,"Hace 2 semanas, 2 días - Publicado por RE/MAX PRO",https://www.properati.com.pe/detalle/14032-32-c7d0-8d134af667ba-b6392442-a7c0-49bb
Apartamento en alquiler en Ur. Isla Verde,"Ur. Isla Verde, Jesús María, Lima, Lima ","S/.1,200",2 dormitorios,1 baño,70 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Ikasa Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-650-30d9527e3355-b33fe99d-a261-4120
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ","USD1,800",3 dormitorios,3 baños,211 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 16 horas - Publicado por J&P Boutique Inmobiliaria Perú",https://www.properati.com.pe/detalle/14032-32-c391-e67344298e22-afa1e88f-9041-44f7
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD900,2 dormitorios,3 baños,180 m²,1990,S/.400,Apartamento,Alquiler,"Hace 2 semanas, 2 días - Publicado por DOMUS REAL ESTATE ",https://www.properati.com.pe/detalle/14032-32-21a-266fd34a1a6b-988b1322-b798-47a5
Apartamento en alquiler en Ur. Pro Quinto Sector I Etapa,"Ur. Pro Quinto Sector I Etapa, Los Olivos, Lima, Lima ","S/.1,300",3 dormitorios,2 baños,86 m²,2023,,Apartamento,Alquiler,"Hace 2 semanas, 23 horas - Publicado por REMAX FAMILY",https://www.properati.com.pe/detalle/14032-32-ea29-7168c1fff1d3-a0e8ab24-8f89-464b
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,3 baños,106 m²,2016,S/.495,Apartamento,Alquiler,3 feb. 2023 - Publicado por GARRIDO SECLEN RICARDY BUENAVENTURA,https://www.properati.com.pe/detalle/14032-32-a40b-8be85815d288-986a51c0-9e22-120d
Apartamento en alquiler en Ur. La Alborada Ii Etapa,"Ur. La Alborada Ii Etapa, Comas, Lima, Lima ",S/.800,3 dormitorios,1 baño,60 m²,2008,,Apartamento,Alquiler,"Hace 2 semanas, 23 horas - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-bcfa-10c33d2eac9e-8e755e25-97f1-490c
Apartamento en alquiler en Ur. Balconcillo,"Ur. Balconcillo, La Victoria, Lima, Lima ","S/.2,300",3 dormitorios,2 baños,70 m²,2022,S/.220,Apartamento,Alquiler,"Hace 2 semanas, 2 días - Publicado por IRIS JOYA - PROPIEDADES",https://www.properati.com.pe/detalle/14032-32-e3b5-9a203a30add5-7dad7ce7-b882-4c54
Apartamento en alquiler en Ag. Los Balcones De Salamanca (Los Parques De Monterrico),"Ag. Los Balcones De Salamanca (Los Parques De Monterrico), Ate, Lima, Lima ","USD2,500",3 dormitorios,2 baños,94 m²,2011,,Apartamento,Alquiler,Hace 2 semanas - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-8100-6eaf8a270c99-7a70b14c-91eb-45d0
Apartamento en alquiler en Ur. Valle Hermoso Residencial (San Demetrio De Monterrico),"Ur. Valle Hermoso Residencial (San Demetrio De Monterrico), Santiago de Surco, Lima, Lima ","S/.3,300",3 dormitorios,4 baños,130 m²,2013,S/.370,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por JM HOME INMOBILIARIA",https://www.properati.com.pe/detalle/14032-32-69a4-f82ec3b0a7b6-70612112-be63-4366
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ","USD1,000",2 dormitorios,2 baños,100 m²,2014,S/.1,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por ISMAEL RIVAS OTERO",https://www.properati.com.pe/detalle/14032-32-e68c-11552ccda39f-7bd5cb14-9a1e-47e4
Apartamento en alquiler en Ur. S/N,"Ur. S/N, Lince, Lima, Lima ","S/.2,700",3 dormitorios,2 baños,78 m²,2023,,Apartamento,Alquiler,"Hace 2 semanas, 4 horas - Publicado por REMAX FAMILY",https://www.properati.com.pe/detalle/14032-32-ecfb-a35c7586ef58-715ac6b2-ac76-428c
Apartamento en alquiler en Ah. Laura Caller Iberico,"Ah. Laura Caller Iberico, Los Olivos, Lima, Lima ","S/.1,200",1 dormitorio,1 baño,60 m²,2018,,Apartamento,Alquiler,"Hace 2 semanas, 1 hora - Publicado por RE/MAX Dreams pe",https://www.properati.com.pe/detalle/14032-32-cb00-1c5f908264ff-7c5b0797-b11c-485f
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,300",3 dormitorios,3 baños,160 m²,,S/.720,Apartamento,Alquiler,16 feb. 2023 - Publicado por Faure Cruz,https://www.properati.com.pe/detalle/14032-32-5184-7575224c3821-673a5e15-bbb4-4b8e
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD2,400",3 dormitorios,2 baños,205 m²,2015,,Apartamento,Alquiler,"Hace 2 semanas, 2 días - Publicado por Metropoli Servicios Inmobiliarios",https://www.properati.com.pe/detalle/14032-32-d257-3535964f88ec-6dc143f0-9a01-120d
Apartamento en alquiler en Monterrico,"Monterrico, Santiago De Surco, Lima, Lima ",USD800,3 dormitorios,2 baños,122 m²,,S/.30,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por COLUMBUS INMOBILIARIA",https://www.properati.com.pe/detalle/14032-32-9ffb-861f992f455d-643b3d5f-b89b-4b61
Apartamento en alquiler en Magdalena del Mar,"Magdalena del Mar, Lima, Lima ",USD980,3 dormitorios,2 baños,126 m²,2014,S/.300,Apartamento,Alquiler,"Hace 2 semanas, 3 días - Publicado por joresco real estate",https://www.properati.com.pe/detalle/14032-32-d11f-d79deca05055-5c3e0660-b6d7-120d
Apartamento en alquiler en El Palomar,"El Palomar, Provincia de Lima, Provincia de Lima ","S/.2,400",2 dormitorios,1 baño,70 m²,1995,S/.120,Apartamento,Alquiler,24 ene. 2022 - Publicado por Ana Bay Inmuebles,https://www.properati.com.pe/detalle/14032-32-f7c2-a57c99e2d64e-622ca061-9c0b-42a7
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ","USD1,000",2 dormitorios,2 baños,626 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 1 hora - Publicado por RE/MAX Dreams pe",https://www.properati.com.pe/detalle/14032-32-d531-d7dc1bbf4d3f-58998812-a688-41bc
Apartamento en alquiler en Ur. Aurora Este,"Ur. Aurora Este, Surquillo, Lima, Lima ","S/.3,300",4 dormitorios,3 baños,160 m²,2013,S/.300,Apartamento,Alquiler,"Hace 2 semanas, 2 días - Publicado por Piero ñopo Echevarría",https://www.properati.com.pe/detalle/14032-32-5850-34c14bf9f410-493c716b-8eb2-44eb
